사고다발지역시도시군구,위도,경도,사고다발지역폴리곤정보
부산광역시 영도구1,35.090337,129.041864,"POLYGON ((129.04366023 35.09033656, 129.0436257 35.09004976, 129.04352346 35.08977398, 129.04335744 35.08951982, 129.043134 35.08929704, 129.04286175 35.08911422, 129.04255114 35.08897836, 129.0422141 35.08889471, 129.04186359 35.08886646, 129.04151309 35.08889471, 129.04117605 35.08897836, 129.04086544 35.08911422, 129.04059318 35.08929704, 129.04036975 35.08951982, 129.04020372 35.08977398, 129.04010149 35.09004976, 129.04006696 35.09033656, 129.04010149 35.09062336, 129.04020372 35.09089913, 129.04036975 35.09115329, 129.04059318 35.09137606, 129.04086544 35.09155888, 129.04117605 35.09169473, 129.04151309 35.09177839, 129.04186359 35.09180663, 129.0422141 35.09177839, 129.04255114 35.09169473, 129.04286175 35.09155888, 129.043134 35.09137606, 129.04335744 35.09115329, 129.04352346 35.09089913, 129.0436257 35.09062336, 129.04366023 35.09033656))"
부산광역시 영도구2,35.092614,129.04473,"POLYGON ((129.0465267 35.09261362, 129.04649218 35.09232683, 129.04638994 35.09205106, 129.04622391 35.0917969, 129.04600048 35.09157413, 129.04572823 35.09139131, 129.04541761 35.09125546, 129.04508058 35.09117181, 129.04473007 35.09114356, 129.04437957 35.09117181, 129.04404253 35.09125546, 129.04373192 35.09139131, 129.04345966 35.09157413, 129.04323623 35.0917969, 129.0430702 35.09205106, 129.04296796 35.09232683, 129.04293344 35.09261362, 129.04296796 35.09290041, 129.0430702 35.09317618, 129.04323623 35.09343033, 129.04345966 35.09365309, 129.04373192 35.09383591, 129.04404253 35.09397175, 129.04437957 35.09405541, 129.04473007 35.09408365, 129.04508058 35.09405541, 129.04541761 35.09397175, 129.04572823 35.09383591, 129.04600048 35.09365309, 129.04622391 35.09343033, 129.04638994 35.09317618, 129.04649218 35.09290041, 129.0465267 35.09261362))"
부산광역시 영도구3,35.078931,129.070422,"POLYGON ((129.07221865 35.07893059, 129.07218413 35.07864375, 129.07208189 35.07836793, 129.07191587 35.07811374, 129.07169243 35.07789093, 129.07142018 35.07770808, 129.07110956 35.07757221, 129.07077253 35.07748854, 129.07042202 35.07746028, 129.07007152 35.07748854, 129.06973448 35.07757221, 129.06942387 35.07770808, 129.06915161 35.07789093, 129.06892818 35.07811374, 129.06876215 35.07836793, 129.06865991 35.07864375, 129.06862539 35.07893059, 129.06865991 35.07921743, 129.06876215 35.07949325, 129.06892818 35.07974744, 129.06915161 35.07997024, 129.06942387 35.08015309, 129.06973448 35.08028895, 129.07007152 35.08037262, 129.07042202 35.08040087, 129.07077253 35.08037262, 129.07110956 35.08028895, 129.07142018 35.08015309, 129.07169243 35.07997024, 129.07191587 35.07974744, 129.07208189 35.07949325, 129.07218413 35.07921743, 129.07221865 35.07893059))"
부산광역시 부산진구1,35.162418,129.061794,"POLYGON ((129.06359069 35.16241814, 129.06355617 35.16213159, 129.06345393 35.16185605, 129.0632879 35.16160212, 129.06306447 35.16137954, 129.06279221 35.16119688, 129.0624816 35.16106114, 129.06214457 35.16097756, 129.06179406 35.16094934, 129.06144356 35.16097756, 129.06110652 35.16106114, 129.06079591 35.16119688, 129.06052365 35.16137954, 129.06030022 35.16160212, 129.06013419 35.16185605, 129.06003195 35.16213159, 129.05999743 35.16241814, 129.06003195 35.16270468, 129.06013419 35.16298021, 129.06030022 35.16323415, 129.06052365 35.16345672, 129.06079591 35.16363938, 129.06110652 35.16377511, 129.06144356 35.16385869, 129.06179406 35.16388691, 129.06214457 35.16385869, 129.0624816 35.16377511, 129.06279221 35.16363938, 129.06306447 35.16345672, 129.0632879 35.16323415, 129.06345393 35.16298021, 129.06355617 35.16270468, 129.06359069 35.16241814))"
부산광역시 부산진구2,35.159964,129.058225,"POLYGON ((129.06002155 35.15996421, 129.05998702 35.15967766, 129.05988478 35.15940211, 129.05971876 35.15914817, 129.05949532 35.15892558, 129.05922307 35.15874291, 129.05891246 35.15860718, 129.05857542 35.15852359, 129.05822491 35.15849537, 129.05787441 35.15852359, 129.05753737 35.15860718, 129.05722676 35.15874291, 129.0569545 35.15892558, 129.05673107 35.15914817, 129.05656504 35.15940211, 129.05646281 35.15967766, 129.05642828 35.15996421, 129.05646281 35.16025076, 129.05656504 35.16052631, 129.05673107 35.16078024, 129.0569545 35.16100282, 129.05722676 35.16118549, 129.05753737 35.16132122, 129.05787441 35.16140481, 129.05822491 35.16143303, 129.05857542 35.16140481, 129.05891246 35.16132122, 129.05922307 35.16118549, 129.05949532 35.16100282, 129.05971876 35.16078024, 129.05988478 35.16052631, 129.05998702 35.16025076, 129.06002155 35.15996421))"
부산광역시 부산진구3,35.1435,129.055857,"POLYGON ((129.05765328 35.14349954, 129.05761876 35.14321293, 129.05751652 35.14293733, 129.05735049 35.14268333, 129.05712706 35.1424607, 129.05685481 35.142278, 129.05654419 35.14214223, 129.05620716 35.14205863, 129.05585665 35.1420304, 129.05550615 35.14205863, 129.05516911 35.14214223, 129.0548585 35.142278, 129.05458624 35.1424607, 129.05436281 35.14268333, 129.05419678 35.14293733, 129.05409454 35.14321293, 129.05406002 35.14349954, 129.05409454 35.14378615, 129.05419678 35.14406175, 129.05436281 35.14431574, 129.05458624 35.14453836, 129.0548585 35.14472107, 129.05516911 35.14485683, 129.05550615 35.14494043, 129.05585665 35.14496866, 129.05620716 35.14494043, 129.05654419 35.14485683, 129.05685481 35.14472107, 129.05712706 35.14453836, 129.05735049 35.14431574, 129.05751652 35.14406175, 129.05761876 35.14378615, 129.05765328 35.14349954))"
부산광역시 부산진구4,35.147463,129.03019,"POLYGON ((129.03198621 35.14746305, 129.03195169 35.14717645, 129.03184945 35.14690086, 129.03168343 35.14664688, 129.03145999 35.14642426, 129.03118774 35.14624156, 129.03087712 35.1461058, 129.03054009 35.1460222, 129.03018958 35.14599398, 129.02983908 35.1460222, 129.02950204 35.1461058, 129.02919143 35.14624156, 129.02891917 35.14642426, 129.02869574 35.14664688, 129.02852971 35.14690086, 129.02842747 35.14717645, 129.02839295 35.14746305, 129.02842747 35.14774964, 129.02852971 35.14802523, 129.02869574 35.14827921, 129.02891917 35.14850182, 129.02919143 35.14868451, 129.02950204 35.14882027, 129.02983908 35.14890386, 129.03018958 35.14893209, 129.03054009 35.14890386, 129.03087712 35.14882027, 129.03118774 35.14868451, 129.03145999 35.14850182, 129.03168343 35.14827921, 129.03184945 35.14802523, 129.03195169 35.14774964, 129.03198621 35.14746305))"
부산광역시 부산진구5,35.175188,129.04881,"POLYGON ((129.05060698 35.17518829, 129.05057246 35.17490179, 129.05047022 35.1746263, 129.05030419 35.1743724, 129.05008076 35.17414986, 129.0498085 35.17396722, 129.04949789 35.17383151, 129.04916085 35.17374794, 129.04881035 35.17371972, 129.04845984 35.17374794, 129.04812281 35.17383151, 129.04781219 35.17396722, 129.04753994 35.17414986, 129.0473165 35.1743724, 129.04715048 35.1746263, 129.04704824 35.17490179, 129.04701372 35.17518829, 129.04704824 35.17547479, 129.04715048 35.17575028, 129.0473165 35.17600417, 129.04753994 35.17622671, 129.04781219 35.17640934, 129.04812281 35.17654505, 129.04845984 35.17662862, 129.04881035 35.17665684, 129.04916085 35.17662862, 129.04949789 35.17654505, 129.0498085 35.17640934, 129.05008076 35.17622671, 129.05030419 35.17600417, 129.05047022 35.17575028, 129.05057246 35.17547479, 129.05060698 35.17518829))"
부산광역시 부산진구6,35.175388,129.067378,"POLYGON ((129.06917441 35.17538818, 129.06913989 35.17510168, 129.06903765 35.17482619, 129.06887162 35.1745723, 129.06864819 35.17434975, 129.06837593 35.17416712, 129.06806532 35.17403141, 129.06772828 35.17394784, 129.06737778 35.17391962, 129.06702727 35.17394784, 129.06669024 35.17403141, 129.06637962 35.17416712, 129.06610737 35.17434975, 129.06588393 35.1745723, 129.06571791 35.17482619, 129.06561567 35.17510168, 129.06558115 35.17538818, 129.06561567 35.17567468, 129.06571791 35.17595017, 129.06588393 35.17620406, 129.06610737 35.1764266, 129.06637962 35.17660923, 129.06669024 35.17674494, 129.06702727 35.17682851, 129.06737778 35.17685672, 129.06772828 35.17682851, 129.06806532 35.17674494, 129.06837593 35.17660923, 129.06864819 35.1764266, 129.06887162 35.17620406, 129.06903765 35.17595017, 129.06913989 35.17567468, 129.06917441 35.17538818))"
부산광역시 부산진구7,35.175395,129.077893,"POLYGON ((129.07968968 35.17539523, 129.07965515 35.17510873, 129.07955291 35.17483324, 129.07938689 35.17457934, 129.07916345 35.1743568, 129.0788912 35.17417416, 129.07858059 35.17403845, 129.07824355 35.17395488, 129.07789304 35.17392666, 129.07754254 35.17395488, 129.0772055 35.17403845, 129.07689489 35.17417416, 129.07662263 35.1743568, 129.0763992 35.17457934, 129.07623317 35.17483324, 129.07613094 35.17510873, 129.07609641 35.17539523, 129.07613094 35.17568173, 129.07623317 35.17595722, 129.0763992 35.17621111, 129.07662263 35.17643365, 129.07689489 35.17661628, 129.0772055 35.17675198, 129.07754254 35.17683555, 129.07789304 35.17686377, 129.07824355 35.17683555, 129.07858059 35.17675198, 129.0788912 35.17661628, 129.07916345 35.17643365, 129.07938689 35.17621111, 129.07955291 35.17595722, 129.07965515 35.17568173, 129.07968968 35.17539523))"
부산광역시 부산진구8,35.144619,129.060056,"POLYGON ((129.06185223 35.14461857, 129.06181771 35.14433196, 129.06171547 35.14405637, 129.06154945 35.14380238, 129.06132601 35.14357975, 129.06105376 35.14339705, 129.06074315 35.14326128, 129.06040611 35.14317768, 129.0600556 35.14314945, 129.0597051 35.14317768, 129.05936806 35.14326128, 129.05905745 35.14339705, 129.05878519 35.14357975, 129.05856176 35.14380238, 129.05839573 35.14405637, 129.0582935 35.14433196, 129.05825897 35.14461857, 129.0582935 35.14490518, 129.05839573 35.14518077, 129.05856176 35.14543476, 129.05878519 35.14565738, 129.05905745 35.14584008, 129.05936806 35.14597584, 129.0597051 35.14605944, 129.0600556 35.14608767, 129.06040611 35.14605944, 129.06074315 35.14597584, 129.06105376 35.14584008, 129.06132601 35.14565738, 129.06154945 35.14543476, 129.06171547 35.14518077, 129.06181771 35.14490518, 129.06185223 35.14461857))"
부산광역시 부산진구9,35.155601,129.041729,"POLYGON ((129.04352562 35.15560066, 129.0434911 35.15531409, 129.04338886 35.15503853, 129.04322283 35.15478458, 129.0429994 35.15456198, 129.04272714 35.1543793, 129.04241653 35.15424356, 129.0420795 35.15415996, 129.04172899 35.15413174, 129.04137849 35.15415996, 129.04104145 35.15424356, 129.04073084 35.1543793, 129.04045858 35.15456198, 129.04023515 35.15478458, 129.04006912 35.15503853, 129.03996688 35.15531409, 129.03993236 35.15560066, 129.03996688 35.15588723, 129.04006912 35.15616279, 129.04023515 35.15641674, 129.04045858 35.15663933, 129.04073084 35.15682201, 129.04104145 35.15695775, 129.04137849 35.15704133, 129.04172899 35.15706956, 129.0420795 35.15704133, 129.04241653 35.15695775, 129.04272714 35.15682201, 129.0429994 35.15663933, 129.04322283 35.15641674, 129.04338886 35.15616279, 129.0434911 35.15588723, 129.04352562 35.15560066))"
부산광역시 부산진구10,35.15721,129.065415,"POLYGON ((129.06721176 35.15720997, 129.06717723 35.1569234, 129.067075 35.15664785, 129.06690897 35.1563939, 129.06668553 35.15617131, 129.06641328 35.15598863, 129.06610267 35.15585289, 129.06576563 35.1557693, 129.06541512 35.15574107, 129.06506462 35.1557693, 129.06472758 35.15585289, 129.06441697 35.15598863, 129.06414472 35.15617131, 129.06392128 35.1563939, 129.06375525 35.15664785, 129.06365302 35.1569234, 129.06361849 35.15720997, 129.06365302 35.15749653, 129.06375525 35.15777208, 129.06392128 35.15802603, 129.06414472 35.15824862, 129.06441697 35.15843129, 129.06472758 35.15856702, 129.06506462 35.15865061, 129.06541512 35.15867883, 129.06576563 35.15865061, 129.06610267 35.15856702, 129.06641328 35.15843129, 129.06668553 35.15824862, 129.06690897 35.15802603, 129.067075 35.15777208, 129.06717723 35.15749653, 129.06721176 35.15720997))"
부산광역시 동래구1,35.202988,129.081771,"POLYGON ((129.08356708 35.20298835, 129.08353256 35.20270195, 129.08343032 35.20242655, 129.0832643 35.20217274, 129.08304086 35.20195027, 129.08276861 35.2017677, 129.08245799 35.20163203, 129.08212096 35.20154849, 129.08177045 35.20152028, 129.08141995 35.20154849, 129.08108291 35.20163203, 129.0807723 35.2017677, 129.08050004 35.20195027, 129.08027661 35.20217274, 129.08011058 35.20242655, 129.08000834 35.20270195, 129.07997382 35.20298835, 129.08000834 35.20327475, 129.08011058 35.20355015, 129.08027661 35.20380395, 129.08050004 35.20402641, 129.0807723 35.20420898, 129.08108291 35.20434464, 129.08141995 35.20442818, 129.08177045 35.20445639, 129.08212096 35.20442818, 129.08245799 35.20434464, 129.08276861 35.20420898, 129.08304086 35.20402641, 129.0832643 35.20380395, 129.08343032 35.20355015, 129.08353256 35.20327475, 129.08356708 35.20298835))"
부산광역시 동래구2,35.204366,129.07859,"POLYGON ((129.08038697 35.20436629, 129.08035245 35.20407989, 129.08025021 35.2038045, 129.08008419 35.20355069, 129.07986075 35.20332823, 129.0795885 35.20314566, 129.07927788 35.20301, 129.07894085 35.20292646, 129.07859034 35.20289825, 129.07823984 35.20292646, 129.0779028 35.20301, 129.07759219 35.20314566, 129.07731993 35.20332823, 129.0770965 35.20355069, 129.07693047 35.2038045, 129.07682823 35.20407989, 129.07679371 35.20436629, 129.07682823 35.20465269, 129.07693047 35.20492808, 129.0770965 35.20518188, 129.07731993 35.20540434, 129.07759219 35.2055869, 129.0779028 35.20572256, 129.07823984 35.2058061, 129.07859034 35.20583431, 129.07894085 35.2058061, 129.07927788 35.20572256, 129.0795885 35.2055869, 129.07986075 35.20540434, 129.08008419 35.20518188, 129.08025021 35.20492808, 129.08035245 35.20465269, 129.08038697 35.20436629))"
부산광역시 동래구3,35.201202,129.087771,"POLYGON ((129.08956772 35.2012023, 129.0895332 35.20091589, 129.08943096 35.20064049, 129.08926493 35.20038667, 129.0890415 35.2001642, 129.08876924 35.19998162, 129.08845863 35.19984595, 129.0881216 35.19976241, 129.08777109 35.1997342, 129.08742058 35.19976241, 129.08708355 35.19984595, 129.08677294 35.19998162, 129.08650068 35.2001642, 129.08627725 35.20038667, 129.08611122 35.20064049, 129.08600898 35.20091589, 129.08597446 35.2012023, 129.08600898 35.20148871, 129.08611122 35.20176411, 129.08627725 35.20201792, 129.08650068 35.20224039, 129.08677294 35.20242296, 129.08708355 35.20255862, 129.08742058 35.20264216, 129.08777109 35.20267037, 129.0881216 35.20264216, 129.08845863 35.20255862, 129.08876924 35.20242296, 129.0890415 35.20224039, 129.08926493 35.20201792, 129.08943096 35.20176411, 129.0895332 35.20148871, 129.08956772 35.2012023))"
서울특별시 강동구4,37.54446,127.145351,"POLYGON ((127.14714788 37.54446002, 127.14711336 37.54418211, 127.14701112 37.54391488, 127.14684509 37.5436686, 127.14662166 37.54345273, 127.14634941 37.54327557, 127.14603879 37.54314393, 127.14570176 37.54306286, 127.14535125 37.54303549, 127.14500075 37.54306286, 127.14466371 37.54314393, 127.1443531 37.54327557, 127.14408084 37.54345273, 127.14385741 37.5436686, 127.14369138 37.54391488, 127.14358914 37.54418211, 127.14355462 37.54446002, 127.14358914 37.54473793, 127.14369138 37.54500516, 127.14385741 37.54525143, 127.14408084 37.5454673, 127.1443531 37.54564445, 127.14466371 37.54577609, 127.14500075 37.54585715, 127.14535125 37.54588452, 127.14570176 37.54585715, 127.14603879 37.54577609, 127.14634941 37.54564445, 127.14662166 37.5454673, 127.14684509 37.54525143, 127.14701112 37.54500516, 127.14711336 37.54473793, 127.14714788 37.54446002))"
서울특별시 강동구5,37.546195,127.141501,"POLYGON ((127.14329768 37.54619533, 127.14326316 37.54591743, 127.14316092 37.5456502, 127.14299489 37.54540393, 127.14277146 37.54518806, 127.14249921 37.54501091, 127.14218859 37.54487927, 127.14185156 37.54479821, 127.14150105 37.54477084, 127.14115055 37.54479821, 127.14081351 37.54487927, 127.1405029 37.54501091, 127.14023064 37.54518806, 127.14000721 37.54540393, 127.13984118 37.5456502, 127.13973894 37.54591743, 127.13970442 37.54619533, 127.13973894 37.54647323, 127.13984118 37.54674045, 127.14000721 37.54698672, 127.14023064 37.54720258, 127.1405029 37.54737973, 127.14081351 37.54751137, 127.14115055 37.54759243, 127.14150105 37.5476198, 127.14185156 37.54759243, 127.14218859 37.54751137, 127.14249921 37.54737973, 127.14277146 37.54720258, 127.14299489 37.54698672, 127.14316092 37.54674045, 127.14326316 37.54647323, 127.14329768 37.54619533))"
서울특별시 강동구6,37.549561,127.128614,"POLYGON ((127.13041027 37.54956121, 127.13037575 37.54928332, 127.13027351 37.54901611, 127.13010748 37.54876984, 127.12988405 37.54855399, 127.12961179 37.54837684, 127.12930118 37.54824521, 127.12896415 37.54816415, 127.12861364 37.54813678, 127.12826313 37.54816415, 127.1279261 37.54824521, 127.12761549 37.54837684, 127.12734323 37.54855399, 127.1271198 37.54876984, 127.12695377 37.54901611, 127.12685153 37.54928332, 127.12681701 37.54956121, 127.12685153 37.5498391, 127.12695377 37.55010631, 127.1271198 37.55035257, 127.12734323 37.55056842, 127.12761549 37.55074556, 127.1279261 37.55087719, 127.12826313 37.55095824, 127.12861364 37.55098561, 127.12896415 37.55095824, 127.12930118 37.55087719, 127.12961179 37.55074556, 127.12988405 37.55056842, 127.13010748 37.55035257, 127.13027351 37.55010631, 127.13037575 37.5498391, 127.13041027 37.54956121))"
서울특별시 강동구7,37.531702,127.149791,"POLYGON ((127.15158716 37.53170161, 127.15155263 37.53142365, 127.1514504 37.53115637, 127.15128437 37.53091005, 127.15106094 37.53069414, 127.15078868 37.53051696, 127.15047807 37.53038529, 127.15014103 37.53030421, 127.14979053 37.53027684, 127.14944002 37.53030421, 127.14910299 37.53038529, 127.14879237 37.53051696, 127.14852012 37.53069414, 127.14829668 37.53091005, 127.14813066 37.53115637, 127.14802842 37.53142365, 127.1479939 37.53170161, 127.14802842 37.53197956, 127.14813066 37.53224684, 127.14829668 37.53249316, 127.14852012 37.53270906, 127.14879237 37.53288624, 127.14910299 37.5330179, 127.14944002 37.53309898, 127.14979053 37.53312635, 127.15014103 37.53309898, 127.15047807 37.5330179, 127.15078868 37.53288624, 127.15106094 37.53270906, 127.15128437 37.53249316, 127.1514504 37.53224684, 127.15155263 37.53197956, 127.15158716 37.53170161))"
서울특별시 강동구8,37.531083,127.128442,"POLYGON ((127.13023841 37.53108269, 127.13020389 37.53080473, 127.13010165 37.53053745, 127.12993563 37.53029113, 127.12971219 37.53007522, 127.12943994 37.52989803, 127.12912932 37.52976637, 127.12879229 37.52968529, 127.12844178 37.52965791, 127.12809128 37.52968529, 127.12775424 37.52976637, 127.12744363 37.52989803, 127.12717137 37.53007522, 127.12694794 37.53029113, 127.12678191 37.53053745, 127.12667967 37.53080473, 127.12664515 37.53108269, 127.12667967 37.53136065, 127.12678191 37.53162793, 127.12694794 37.53187425, 127.12717137 37.53209015, 127.12744363 37.53226734, 127.12775424 37.532399, 127.12809128 37.53248007, 127.12844178 37.53250745, 127.12879229 37.53248007, 127.12912932 37.532399, 127.12943994 37.53226734, 127.12971219 37.53209015, 127.12993563 37.53187425, 127.13010165 37.53162793, 127.13020389 37.53136065, 127.13023841 37.53108269))"
부산광역시 중구1,35.09758,129.029147,"POLYGON ((129.0309438 35.09757963, 129.03090928 35.09729285, 129.03080704 35.0970171, 129.03064101 35.09676296, 129.03041758 35.09654021, 129.03014533 35.0963574, 129.02983471 35.09622155, 129.02949768 35.0961379, 129.02914717 35.09610966, 129.02879667 35.0961379, 129.02845963 35.09622155, 129.02814902 35.0963574, 129.02787676 35.09654021, 129.02765333 35.09676296, 129.0274873 35.0970171, 129.02738506 35.09729285, 129.02735054 35.09757963, 129.02738506 35.0978664, 129.0274873 35.09814215, 129.02765333 35.09839629, 129.02787676 35.09861904, 129.02814902 35.09880184, 129.02845963 35.09893768, 129.02879667 35.09902133, 129.02914717 35.09904957, 129.02949768 35.09902133, 129.02983471 35.09893768, 129.03014533 35.09880184, 129.03041758 35.09861904, 129.03064101 35.09839629, 129.03080704 35.09814215, 129.03090928 35.0978664, 129.0309438 35.09757963))"
부산광역시 중구2,35.112564,129.028201,"POLYGON ((129.02999747 35.11256426, 129.02996294 35.11227754, 129.02986071 35.11200183, 129.02969468 35.11174774, 129.02947125 35.11152503, 129.02919899 35.11134225, 129.02888838 35.11120644, 129.02855134 35.1111228, 129.02820084 35.11109456, 129.02785033 35.1111228, 129.0275133 35.11120644, 129.02720268 35.11134225, 129.02693043 35.11152503, 129.02670699 35.11174774, 129.02654097 35.11200183, 129.02643873 35.11227754, 129.02640421 35.11256426, 129.02643873 35.11285098, 129.02654097 35.11312668, 129.02670699 35.11338077, 129.02693043 35.11360348, 129.02720268 35.11378625, 129.0275133 35.11392206, 129.02785033 35.11400569, 129.02820084 35.11403393, 129.02855134 35.11400569, 129.02888838 35.11392206, 129.02919899 35.11378625, 129.02947125 35.11360348, 129.02969468 35.11338077, 129.02986071 35.11312668, 129.02996294 35.11285098, 129.02999747 35.11256426))"
부산광역시 서구1,35.095404,129.024347,"POLYGON ((129.02614316 35.0954037, 129.02610864 35.09511692, 129.0260064 35.09484116, 129.02584037 35.09458701, 129.02561694 35.09436425, 129.02534468 35.09418144, 129.02503407 35.09404559, 129.02469704 35.09396194, 129.02434653 35.09393369, 129.02399603 35.09396194, 129.02365899 35.09404559, 129.02334838 35.09418144, 129.02307612 35.09436425, 129.02285269 35.09458701, 129.02268666 35.09484116, 129.02258442 35.09511692, 129.0225499 35.0954037, 129.02258442 35.09569048, 129.02268666 35.09596624, 129.02285269 35.09622038, 129.02307612 35.09644314, 129.02334838 35.09662595, 129.02365899 35.09676179, 129.02399603 35.09684544, 129.02434653 35.09687368, 129.02469704 35.09684544, 129.02503407 35.09676179, 129.02534468 35.09662595, 129.02561694 35.09644314, 129.02584037 35.09622038, 129.0260064 35.09596624, 129.02610864 35.09569048, 129.02614316 35.0954037))"
부산광역시 서구2,35.092001,129.022335,"POLYGON ((129.02413155 35.09200075, 129.02409703 35.09171396, 129.02399479 35.09143818, 129.02382877 35.09118403, 129.02360533 35.09096126, 129.02333308 35.09077843, 129.02302246 35.09064258, 129.02268543 35.09055893, 129.02233492 35.09053068, 129.02198442 35.09055893, 129.02164738 35.09064258, 129.02133677 35.09077843, 129.02106451 35.09096126, 129.02084108 35.09118403, 129.02067505 35.09143818, 129.02057281 35.09171396, 129.02053829 35.09200075, 129.02057281 35.09228755, 129.02067505 35.09256332, 129.02084108 35.09281747, 129.02106451 35.09304023, 129.02133677 35.09322305, 129.02164738 35.0933589, 129.02198442 35.09344255, 129.02233492 35.0934708, 129.02268543 35.09344255, 129.02302246 35.0933589, 129.02333308 35.09322305, 129.02360533 35.09304023, 129.02382877 35.09281747, 129.02399479 35.09256332, 129.02409703 35.09228755, 129.02413155 35.09200075))"
부산광역시 서구3,35.098167,129.020459,"POLYGON ((129.02225562 35.09816725, 129.0222211 35.09788048, 129.02211886 35.09760472, 129.02195284 35.09735059, 129.0217294 35.09712783, 129.02145715 35.09694502, 129.02114653 35.09680918, 129.0208095 35.09672553, 129.02045899 35.09669729, 129.02010849 35.09672553, 129.01977145 35.09680918, 129.01946084 35.09694502, 129.01918858 35.09712783, 129.01896515 35.09735059, 129.01879912 35.09760472, 129.01869689 35.09788048, 129.01866236 35.09816725, 129.01869689 35.09845402, 129.01879912 35.09872977, 129.01896515 35.0989839, 129.01918858 35.09920665, 129.01946084 35.09938945, 129.01977145 35.09952529, 129.02010849 35.09960894, 129.02045899 35.09963718, 129.0208095 35.09960894, 129.02114653 35.09952529, 129.02145715 35.09938945, 129.0217294 35.09920665, 129.02195284 35.0989839, 129.02211886 35.09872977, 129.0222211 35.09845402, 129.02225562 35.09816725))"
부산광역시 동구1,35.120863,129.039175,"POLYGON ((129.04097181 35.1208632, 129.04093729 35.1205765, 129.04083505 35.12030083, 129.04066902 35.12004676, 129.04044559 35.11982407, 129.04017333 35.11964131, 129.03986272 35.11950551, 129.03952568 35.11942188, 129.03917518 35.11939365, 129.03882467 35.11942188, 129.03848764 35.11950551, 129.03817702 35.11964131, 129.03790477 35.11982407, 129.03768133 35.12004676, 129.03751531 35.12030083, 129.03741307 35.1205765, 129.03737855 35.1208632, 129.03741307 35.12114989, 129.03751531 35.12142556, 129.03768133 35.12167962, 129.03790477 35.12190231, 129.03817702 35.12208506, 129.03848764 35.12222086, 129.03882467 35.12230448, 129.03917518 35.12233272, 129.03952568 35.12230448, 129.03986272 35.12222086, 129.04017333 35.12208506, 129.04044559 35.12190231, 129.04066902 35.12167962, 129.04083505 35.12142556, 129.04093729 35.12114989, 129.04097181 35.1208632))"
부산광역시 동구2,35.130905,129.046858,"POLYGON ((129.04865444 35.13090514, 129.04861992 35.13061849, 129.04851768 35.13034284, 129.04835166 35.13008881, 129.04812822 35.12986615, 129.04785597 35.12968341, 129.04754535 35.12954762, 129.04720832 35.12946401, 129.04685781 35.12943577, 129.04650731 35.12946401, 129.04617027 35.12954762, 129.04585966 35.12968341, 129.0455874 35.12986615, 129.04536397 35.13008881, 129.04519794 35.13034284, 129.0450957 35.13061849, 129.04506118 35.13090514, 129.0450957 35.1311918, 129.04519794 35.13146744, 129.04536397 35.13172147, 129.0455874 35.13194413, 129.04585966 35.13212686, 129.04617027 35.13226264, 129.04650731 35.13234625, 129.04685781 35.13237448, 129.04720832 35.13234625, 129.04754535 35.13226264, 129.04785597 35.13212686, 129.04812822 35.13194413, 129.04835166 35.13172147, 129.04851768 35.13146744, 129.04861992 35.1311918, 129.04865444 35.13090514))"
부산광역시 동구3,35.138986,129.059315,"POLYGON ((129.06111134 35.13898619, 129.06107682 35.13869957, 129.06097458 35.13842395, 129.06080856 35.13816994, 129.06058512 35.1379473, 129.06031287 35.13776458, 129.06000225 35.13762881, 129.05966522 35.1375452, 129.05931471 35.13751697, 129.05896421 35.1375452, 129.05862717 35.13762881, 129.05831656 35.13776458, 129.0580443 35.1379473, 129.05782087 35.13816994, 129.05765484 35.13842395, 129.05755261 35.13869957, 129.05751808 35.13898619, 129.05755261 35.13927282, 129.05765484 35.13954843, 129.05782087 35.13980244, 129.0580443 35.14002508, 129.05831656 35.14020779, 129.05862717 35.14034356, 129.05896421 35.14042716, 129.05931471 35.14045539, 129.05966522 35.14042716, 129.06000225 35.14034356, 129.06031287 35.14020779, 129.06058512 35.14002508, 129.06080856 35.13980244, 129.06097458 35.13954843, 129.06107682 35.13927282, 129.06111134 35.13898619))"
부산광역시 동구4,35.119822,129.035686,"POLYGON ((129.03748246 35.11982214, 129.03744794 35.11953545, 129.0373457 35.11925977, 129.03717967 35.1190057, 129.03695624 35.118783, 129.03668398 35.11860024, 129.03637337 35.11846444, 129.03603633 35.11838081, 129.03568583 35.11835257, 129.03533532 35.11838081, 129.03499829 35.11846444, 129.03468767 35.11860024, 129.03441542 35.118783, 129.03419199 35.1190057, 129.03402596 35.11925977, 129.03392372 35.11953545, 129.0338892 35.11982214, 129.03392372 35.12010884, 129.03402596 35.12038452, 129.03419199 35.12063858, 129.03441542 35.12086127, 129.03468767 35.12104402, 129.03499829 35.12117982, 129.03533532 35.12126345, 129.03568583 35.12129169, 129.03603633 35.12126345, 129.03637337 35.12117982, 129.03668398 35.12104402, 129.03695624 35.12086127, 129.03717967 35.12063858, 129.0373457 35.12038452, 129.03744794 35.12010884, 129.03748246 35.11982214))"
